mutant_id,country_of_origin,unique_mutant_ability,mutant_ability_description,age_group,sex,gender_identity,spoken_languages,previous_occupation
1704,China,Energy Manipulation,"Creating, absorbing, and controlling energy.",18-34,Female,Male,Mandarin,Truck Driver
1705,New Zealand,Adoptive Muscle Memory,Learning physical tasks instantly.,0-17,Female,Male,English; Maori,N/A
1706,China,Summoning,Calling forth beings or objects.,18-34,Male,Female,Mandarin; English,Customer Service Representative
1707,Indonesia,Bone Manipulation,Controlling and using bones.,18-34,Female,Male,Indonesian; English,Locomotive Engineer
1708,China,Animal Transformation,Changing into animals.,18-34,Female,Female,English,Accountant
1709,India,Tactile Telekinesis,Moving objects through touch.,18-34,Male,Female,Hindi,Teacher
1710,Bangladesh,Omnilingualism,Understanding all languages.,18-34,Male,Male,Bengali; English,Plumber
1711,Russia,Radiation Manipulation,Controlling and creating radiation.,18-34,Male,Female,English,Retail Sales Associate
1712,Uganda,Plant Manipulation,Controlling plant life.,35-49,Male,Male,English,Carpenter
1713,Togo,Sonic Scream,Emitting powerful sonic waves.,35-49,Female,Female,English,Nanotechnologist
1714,China,Dream Manipulation,Controlling and entering dreams.,18-34,Female,Female,English,Electrician
1715,India,Pyrokinesis,Controlling and creating fire.,35-49,Male,Female,Urdu,Accountant
1716,Portugal,Duplication,Creating copies of oneself.,0-17,Female,Male,Portuguese,N/A
1717,Kenya,Alchemy,Transmuting matter.,18-34,Male,Male,English,Plumber
1718,Russia,Matter Ingestion,Consuming any form of matter.,50-64,Female,Female,English; Russian,Architect
1719,South Africa,Plasma Manipulation,Controlling and creating plasma.,18-34,Female,Male,Afrikaans; Xhosa,Pyrotechnician
1720,Eswatini,Electric Resistance,Immunity to electricity.,0-17,Female,Male,English,N/A
1721,India,Ice Resistance,Immunity to cold and ice.,50-64,Female,Female,Tamil; Hindi,Laborer
1722,India,Healing,Rapid recovery from injuries.,18-34,Female,Female,Tamil,Dentist
1723,India,Energy Projection,Emitting energy blasts.,50-64,Male,Male,Urdu,Farmer
1724,Czech Republic,Acid Generation,Creating and controlling acid.,35-49,Male,Transgender Female,Czech,Construction Worker
1725,India,Spatial Manipulation,Altering space and dimensions.,65+,Female,Female,Tamil,Astronomer
1726,Kazakhstan,Chlorokinesis,Controlling plant life.,18-34,Female,Male,Russian,Waiter/Waitress
1727,USA,Tactile Telekinesis,Moving objects through touch.,50-64,Female,Female,English,Food Service Worker
1728,Egypt,Ice Resistance,Immunity to cold and ice.,18-34,Female,Female,English,Plumber
1729,Bangladesh,Regeneration,Ability to regrow lost limbs or organs.,18-34,Male,Female,Bengali,Real Estate Agent
1730,China,Photokinesis,Controlling and creating light.,18-34,Male,Female,Cantonese,Security Guard
1731,Sri Lanka,Spatial Manipulation,Altering space and dimensions.,35-49,Male,Male,Sinhala; Tamil,Chef
1732,India,Electric Resistance,Immunity to electricity.,35-49,Male,Female,Telugu,Security Guard
1733,Haiti,Electric Resistance,Immunity to electricity.,18-34,Male,Male,English,Graphic Designer
1734,Indonesia,Seismic Manipulation,Creating and controlling earthquakes.,0-17,Female,Male,English; Indonesian,N/A
1735,India,Blood Manipulation,Controlling and using blood.,50-64,Female,Female,Marathi,Software Developer
1736,Turkey,Ecokinesis,Controlling the ecosystem.,35-49,Female,Female,Turkish,Accountant
1737,USA,Enhanced Durability,Increased physical resilience.,18-34,Female,Female,Spanish,Engineer
1738,India,Ecokinesis,Controlling the ecosystem.,18-34,Female,Male,Telugu; Urdu,Chef
1739,Germany,Cyberpathy,Controlling and communicating with computers.,18-34,Male,Male,German,Factory Worker
1740,India,Ecokinesis,Controlling the ecosystem.,18-34,Female,Female,Marathi,Salesperson
1741,Angola,Enhanced Durability,Increased physical resilience.,18-34,Male,Male,English,Toxicologist
1742,Japan,Explosion Manipulation,Creating and controlling explosions.,0-17,Male,Non-binary,English,N/A
1743,India,Solar Manipulation,Controlling and using solar energy.,0-17,Male,Male,Telugu,N/A
1744,India,Tactile Telekinesis,Moving objects through touch.,50-64,Male,Male,Tamil,Accountant
1745,Jamaica,Emotion Control,Influencing and controlling emotions.,18-34,Male,Male,English,Customer Service Representative
1746,Philippines,Healing,Rapid recovery from injuries.,35-49,Female,Male,English; Filipino,Customer Service Representative
1747,Iran,Electric Resistance,Immunity to electricity.,65+,Female,Female,Persian; English,Financial Analyst
1748,China,Pressure Manipulation,Controlling pressure in the environment.,35-49,Female,Female,Cantonese,Office Clerk
1749,India,Ecokinesis,Controlling the ecosystem.,0-17,Male,Female,Bengali,N/A
1750,Chad,Animal Transformation,Changing into animals.,0-17,Male,Male,English,N/A
1751,Philippines,Emotion Control,Influencing and controlling emotions.,18-34,Female,Transgender Female,English,Factory Worker
1752,China,Force Fields,Creating protective barriers.,18-34,Male,Male,Mandarin,Chef
1753,Bangladesh,Mind Control,Influencing others' actions and thoughts.,50-64,Female,Transgender Female,Bengali; English,Construction Worker
1754,India,Energy Manipulation,"Creating, absorbing, and controlling energy.",35-49,Female,Male,Tamil,Janitor
1755,Botswana,Electric Resistance,Immunity to electricity.,0-17,Male,Male,English,N/A
1756,Iran,Retrocognition,Seeing past events.,18-34,Male,Non-binary,English,Janitor
1757,Italy,Matter Ingestion,Consuming any form of matter.,0-17,Male,Female,Italian,N/A
1758,India,Enhanced Intellect,Superhuman intelligence.,0-17,Male,Male,Tamil; Bengali,N/A
1759,Indonesia,Retrocognition,Seeing past events.,35-49,Male,Male,English,Mechanic
1760,USA,Enhanced Senses,Heightened sensory perception.,0-17,Female,Male,Spanish,N/A
1761,Bangladesh,Bulletproof,Impervious to bullets.,50-64,Male,Male,English; Bengali,Nurse
1762,India,Bone Manipulation,Controlling and using bones.,0-17,Female,Transgender Male,English,N/A
1763,USA,Flight,Ability to fly.,18-34,Female,Male,Spanish,Manager
1764,India,Ice Resistance,Immunity to cold and ice.,0-17,Male,Female,Telugu,N/A
1765,USA,Technopathy,Controlling and communicating with machines.,0-17,Female,Male,Spanish; English,N/A
1766,Canada,Healing,Rapid recovery from injuries.,18-34,Female,Female,English; French,Janitor
1767,Myanmar,Bulletproof,Impervious to bullets.,0-17,Male,Non-binary,Burmese,N/A
1768,Mozambique,Telempathy,Sensing and manipulating emotions.,18-34,Male,Male,English,Software Developer
1769,Tajikistan,Enhanced Durability,Increased physical resilience.,35-49,Male,Male,Tajik,Geneticist
1770,Nigeria,Poison Resistance,Immunity to toxins and poisons.,35-49,Male,Male,English,Lawyer
1771,China,Animal Transformation,Changing into animals.,18-34,Male,Female,Mandarin; Cantonese; English,Plumber
1772,Kenya,Seismic Manipulation,Creating and controlling earthquakes.,0-17,Male,Transgender Female,English,N/A
1773,Pakistan,Size Alteration,Changing physical size.,18-34,Female,Male,Urdu,Office Clerk
1774,USA,Bulletproof,Impervious to bullets.,18-34,Female,Male,English,Hairdresser
1775,Pakistan,Cryokinesis,Controlling and creating ice.,18-34,Female,Female,Urdu,Carpenter
1776,Yemen,Enhanced Senses,Heightened sensory perception.,18-34,Male,Male,Arabic,Electrician
1777,Togo,Summoning,Calling forth beings or objects.,18-34,Male,Male,English,Salesperson
1778,Brazil,Omnipotence,Unlimited power.,35-49,Male,Female,Portuguese,Electrician
1779,Pakistan,Biokinesis,Altering living organisms' biology.,35-49,Male,Female,Urdu; English,Farmer
1780,Argentina,Invulnerability,Complete resistance to physical harm.,18-34,Female,Female,Spanish,Art Therapist
1781,India,Ecokinesis,Controlling the ecosystem.,18-34,Male,Female,Tamil; Bengali,Manager
1782,China,Ice Resistance,Immunity to cold and ice.,0-17,Male,Male,English,N/A
1783,Italy,Radiation Manipulation,Controlling and creating radiation.,18-34,Male,Female,English,Geologist
1784,Ecuador,Bone Manipulation,Controlling and using bones.,18-34,Male,Female,Spanish,Electrician
1785,India,Enhanced Senses,Heightened sensory perception.,35-49,Male,Female,Marathi,Retail Sales Associate
1786,Sudan,Super Speed,Enhanced speed and reflexes.,50-64,Female,Female,English,Engineer
1787,India,Animal Transformation,Changing into animals.,18-34,Female,Female,Telugu,Security Guard
1788,China,Invisibility,Becoming unseen.,0-17,Female,Female,Mandarin,N/A
1789,India,Tactile Telekinesis,Moving objects through touch.,18-34,Female,Male,Telugu,Customer Service Representative
1790,China,Shape-shifting,Changing physical form.,50-64,Female,Male,English,Software Developer
1791,Ecuador,Photokinesis,Controlling and creating light.,35-49,Female,Male,Spanish,Janitor
1792,Nigeria,Enhanced Intellect,Superhuman intelligence.,35-49,Female,Female,Igbo,Farmer
1793,China,Plant Manipulation,Controlling plant life.,0-17,Female,Female,Cantonese,N/A
1794,India,Hydrokinesis,Controlling and creating water.,18-34,Male,Male,Tamil; Hindi,Hairdresser
1795,China,Radiation Manipulation,Controlling and creating radiation.,18-34,Female,Female,Mandarin,Administrative Assistant
1796,Mexico,Fire Resistance,Immunity to fire.,0-17,Female,Male,Spanish,N/A
1797,Nigeria,Illusions,Creating false perceptions.,50-64,Male,Female,English,Carpenter
1798,Brazil,Ice Resistance,Immunity to cold and ice.,0-17,Male,Non-binary,Portuguese,N/A
1799,Paraguay,Weather Control,Manipulating weather patterns.,18-34,Female,Male,Spanish,Truck Driver
1800,Syria,Aerokinesis,Controlling and creating air/wind.,18-34,Female,Female,Kurdish,Food Service Worker
1801,Argentina,Cyberpathy,Controlling and communicating with computers.,18-34,Female,Male,Spanish,Farmer
1802,Italy,Dream Manipulation,Controlling and entering dreams.,18-34,Male,Female,English; Italian,Janitor
1803,Iraq,Reality Warping,Altering reality.,18-34,Male,Male,Kurdish,Doctor
1804,China,Bulletproof,Impervious to bullets.,18-34,Female,Male,Cantonese; Mandarin; English,Chef
1805,Pakistan,Elasticity,Stretching and reshaping the body.,18-34,Male,Non-binary,English,Administrative Assistant
1806,Japan,Dimensional Travel,Moving between dimensions.,18-34,Female,Female,English,Paleontologist
1807,Bangladesh,Biokinesis,Altering living organisms' biology.,18-34,Female,Female,Bengali,Electrician
1808,India,Precognition,Seeing the future.,50-64,Female,Female,Tamil,Salesperson
1809,USA,Enhanced Senses,Heightened sensory perception.,18-34,Female,Male,English,Software Developer
1810,Russia,Technopathy,Controlling and communicating with machines.,35-49,Male,Non-binary,Russian,Farmer
1811,India,Biokinesis,Altering living organisms' biology.,35-49,Female,Male,English,Anthropologist
1812,China,Animal Transformation,Changing into animals.,35-49,Female,Female,English,Teacher
1813,Indonesia,Gravity Control,Manipulating gravitational forces.,18-34,Male,Female,Indonesian,Construction Worker
1814,Turkey,Toxikinesis,Creating and controlling toxins and poisons.,35-49,Male,Female,Turkish; English,Retail Sales Associate
1815,Ghana,Density Control,Altering one's density.,18-34,Male,Male,English,Carpenter
1816,Sudan,Acid Generation,Creating and controlling acid.,18-34,Female,Male,Arabic,Financial Analyst
1817,Côte d'Ivoire,Cryokinesis,Controlling and creating ice.,18-34,Male,Female,English,Astrophysicist
1818,Iran,Duplication,Creating copies of oneself.,35-49,Female,Female,Persian,Waiter/Waitress
1819,China,Ecokinesis,Controlling the ecosystem.,65+,Female,Female,Mandarin,Janitor
1820,Philippines,Intangibility,"Becoming non-solid, ghost-like.",18-34,Female,Male,Filipino; English,Truck Driver
1821,Kyrgyzstan,Poison Resistance,Immunity to toxins and poisons.,35-49,Female,Male,Kyrgyz,Engineer
1822,India,Adoptive Muscle Memory,Learning physical tasks instantly.,65+,Male,Male,Marathi,Social Worker
1823,Pakistan,Poison Resistance,Immunity to toxins and poisons.,18-34,Male,Female,English; Urdu,Retail Sales Associate
1824,Namibia,Regeneration,Ability to regrow lost limbs or organs.,18-34,Female,Male,English,Electrician
1825,Zimbabwe,Intangibility,"Becoming non-solid, ghost-like.",35-49,Female,Female,English,Factory Worker
1826,India,Bone Manipulation,Controlling and using bones.,18-34,Male,Male,English,Plumber
1827,Germany,Intangibility,"Becoming non-solid, ghost-like.",0-17,Female,Female,English; German,N/A
1828,Nigeria,Seismic Manipulation,Creating and controlling earthquakes.,0-17,Male,Female,Igbo,N/A
1829,Bolivia,Animal Communication,Talking to and controlling animals.,0-17,Female,Male,Quechua; Spanish,N/A
1830,Egypt,Illusions,Creating false perceptions.,35-49,Male,Female,Arabic; English,Construction Worker
1831,China,Flight,Ability to fly.,35-49,Male,Female,Cantonese,Electrician
1832,Russia,Magic,Using magical spells and abilities.,50-64,Female,Female,English; Russian,Mechanic
1833,India,Electric Resistance,Immunity to electricity.,18-34,Male,Male,English; Marathi,Janitor
1834,Niger,Mind Control,Influencing others' actions and thoughts.,50-64,Female,Male,English,Plumber
1835,Sudan,Animal Transformation,Changing into animals.,18-34,Female,Female,English,Firefighter
1836,Pakistan,Bulletproof,Impervious to bullets.,0-17,Female,Female,English; Urdu; Punjabi,N/A
1837,Ireland,Enhanced Intellect,Superhuman intelligence.,35-49,Male,Female,Irish,Retail Sales Associate
1838,India,Psionic Constructs,Creating physical objects with the mind.,18-34,Male,Female,Telugu,Manager
1839,Germany,Enhanced Agility,Superhuman agility and reflexes.,50-64,Male,Female,English,Retail Sales Associate
1840,Brazil,Blood Manipulation,Controlling and using blood.,35-49,Female,Gender Fluid,Portuguese,Real Estate Agent
1841,Iraq,Matter Ingestion,Consuming any form of matter.,18-34,Female,Female,Kurdish,Teacher
1842,Madagascar,Lunar Manipulation,Controlling and using lunar energy.,18-34,Male,Female,English,Plumber
1843,Iraq,Animal Communication,Talking to and controlling animals.,35-49,Male,Transgender Female,Arabic,Police Officer
1844,Brazil,Weather Control,Manipulating weather patterns.,35-49,Female,Female,Portuguese,Manager
1845,Pakistan,Psionic Energy,Using psionic energy for various effects.,18-34,Female,Transgender Male,Punjabi,Factory Worker
1846,China,Poison Resistance,Immunity to toxins and poisons.,18-34,Female,Female,Mandarin,Firefighter
1847,USA,Toxikinesis,Creating and controlling toxins and poisons.,18-34,Female,Male,Spanish,Teacher
1848,Algeria,Emotion Control,Influencing and controlling emotions.,35-49,Male,Female,French,Financial Analyst
1849,China,Enhanced Senses,Heightened sensory perception.,35-49,Female,Male,English,Retail Sales Associate
1850,China,Light Manipulation,Controlling and creating light.,35-49,Female,Female,Mandarin,Farmer
1851,Ecuador,Alchemy,Transmuting matter.,18-34,Male,Male,Spanish,Retail Sales Associate
1852,Australia,Time Travel,Moving through time.,0-17,Female,Female,English,N/A
1853,Ukraine,Geokinesis,Controlling and manipulating earth/rock.,18-34,Female,Male,Ukrainian,Teacher
1854,India,Sound Manipulation,Controlling and creating sound.,0-17,Female,Transgender Female,Urdu,N/A
1855,China,Photokinesis,Controlling and creating light.,18-34,Female,Male,Cantonese,Janitor
1856,USA,Omnipotence,Unlimited power.,35-49,Female,Male,Spanish,Chef
1857,China,Adoptive Muscle Memory,Learning physical tasks instantly.,18-34,Male,Transgender Male,Mandarin,Manager
1858,Guatemala,Omnilingualism,Understanding all languages.,35-49,Female,Male,Spanish,Mechanic
1859,France,Elemental Control,"Manipulating elements (fire, water, earth, air).",35-49,Female,Female,English,Police Officer
1860,China,Electric Resistance,Immunity to electricity.,0-17,Male,Female,Mandarin,N/A
1861,China,Energy Projection,Emitting energy blasts.,18-34,Male,Male,English,Truck Driver
1862,Egypt,Explosion Manipulation,Creating and controlling explosions.,18-34,Male,Female,English,Chiropractor
1863,India,Super Speed,Enhanced speed and reflexes.,35-49,Male,Transgender Female,Marathi,Journalist
